tanggal,nama_pasar,item_barang,jumlah,kebutuhan,satuan_item
2024-07-19,Pasar Buahdua,Cabe Merah Biasa,5,2,kg
2024-07-19,Pasar Buahdua,Cabe Rawit Merah Domba,10,7,kg
2024-07-19,Pasar Buahdua,Cabe Rawit Hijau,10,6,kg
2024-07-19,Pasar Buahdua,Bawang Putih,10,5,kg
2024-07-19,Pasar Buahdua,Garam Beryodium Halus Kemasan,20,15,kg
2024-07-19,Pasar Buahdua,Kacang Kedelai Impor,5,2,kg
2024-07-19,Pasar Buahdua,Kacang Tanah,10,5,kg
2024-07-19,Pasar Buahdua,Kacang Hijau,10,5,kg
2024-07-19,Pasar Buahdua,Ubi Jalar,20,10,kg
2024-07-19,Pasar Buahdua,Kentang,40,25,kg
2024-07-19,Pasar Buahdua,Terigu non Kemasan,50,20,kg
2024-07-19,Pasar Buahdua,Tempe,20,15,Kg
2024-07-19,Pasar Buahdua,Tepung Terigu Kemasan,20,15,Kg
2024-07-19,Pasar Buahdua,tahu,20,15,Kg
2024-07-19,Pasar Buahdua,jeruk,20,12,Kg
2024-07-19,Pasar Parakanmuncang,Gula Pasir,1750,1400,kg
2024-07-19,Pasar Inpres,Beras Premium,2000,650,kg
2024-07-19,Pasar Inpres,Beras Medium,2000,735,kg
2024-07-19,Pasar Inpres,Gula Pasir,0,0,kg
2024-07-19,Pasar Inpres,Daging Sapi Murni,1000,890,kg
2024-07-19,Pasar Inpres,Daging Ayam Ras,1500,1340,kg
2024-07-19,Pasar Inpres,Telur Ayam Ras,5000,1186,kg
2024-07-19,Pasar Inpres,Cabe Merah Keriting,300,110,kg
2024-07-19,Pasar Inpres,Cabe Merah Biasa,300,90,kg
2024-07-19,Pasar Inpres,Cabe Rawit Merah Domba,300,125,kg
2024-07-19,Pasar Inpres,Cabe Rawit Hijau,300,190,kg
2024-07-19,Pasar Inpres,Bawang Merah,0,0,kg
2024-07-19,Pasar Inpres,Bawang Putih,0,0,kg
2024-07-19,Pasar Parakanmuncang,Daging Sapi Murni,600,485,kg
2024-07-19,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-07-19,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-07-19,Pasar Inpres,Kacang Tanah,0,0,kg
2024-07-19,Pasar Inpres,Kacang Hijau,0,0,kg
2024-07-19,Pasar Darmaraja,Beras Premium,1600,550,kg
2024-07-19,Pasar Inpres,Ubi Jalar,0,0,kg
2024-07-19,Pasar Darmaraja,Beras Medium,900,450,kg
2024-07-19,Pasar Darmaraja,Gula Pasir,350,320,kg
2024-07-19,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-07-19,Pasar Inpres,Ikan Kembung,0,0,kg
2024-07-19,Pasar Inpres,Ubi Jalar,0,0,kg
2024-07-19,Pasar Darmaraja,Daging Sapi Murni,35,24,kg
2024-07-19,Pasar Inpres,Kentang,0,0,kg
2024-07-19,Pasar Darmaraja,Daging Ayam Ras,400,340,kg
2024-07-19,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-07-19,Pasar Darmaraja,Telur Ayam Ras,420,370,kg
2024-07-19,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-07-19,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-07-19,Pasar Darmaraja,Cabe Merah Keriting,185,80,kg
2024-07-19,Pasar Inpres,Terigu non Kemasan,0,0,kg
2024-07-19,Pasar Darmaraja,Cabe Merah Biasa,26,16,kg
2024-07-19,Pasar Inpres,Tempe,0,0,Kg
2024-07-19,Pasar Darmaraja,Cabe Rawit Merah Domba,35,30,kg
2024-07-19,Pasar Inpres,Tepung Terigu Kemasan,0,0,Kg
2024-07-19,Pasar Inpres,tahu,0,0,Kg
2024-07-19,Pasar Darmaraja,Cabe Rawit Hijau,32,24,kg
2024-07-19,Pasar Inpres,pisang,0,0,Kg
2024-07-19,Pasar Inpres,jeruk,0,0,Kg
2024-07-19,Pasar Darmaraja,Bawang Putih,195,100,kg
2024-07-19,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-07-19,Pasar Darmaraja,Garam Beryodium Halus Kemasan,32,17,kg
2024-07-19,Pasar Darmaraja,Kacang Kedelai Impor,480,370,kg
2024-07-19,Pasar Inpres,cabe hijau besar,0,0,kg
2024-07-19,Pasar Darmaraja,Kacang Tanah,40,9,kg
2024-07-19,Pasar Darmaraja,Kacang Hijau,9,3,kg
2024-07-19,Pasar Darmaraja,Ikan Asin Teri,55,25,kg
2024-07-19,Pasar Darmaraja,Ikan Kembung,55,25,kg
2024-07-19,Pasar Darmaraja,Ketela Pohon,15,10,kg
2024-07-19,Pasar Darmaraja,Ubi Jalar,60,20,kg
2024-07-19,Pasar Darmaraja,Kentang,940,380,kg
2024-07-19,Pasar Darmaraja,Terigu non Kemasan,900,525,kg
2024-07-19,Pasar Parakanmuncang,Telur Ayam Ras,1850,1680,kg
2024-07-19,Pasar Parakanmuncang,Cabe Merah Keriting,310,185,kg
2024-07-19,Pasar Parakanmuncang,Cabe Merah Biasa,300,195,kg
2024-07-19,Pasar Parakanmuncang,Cabe Rawit Merah Domba,450,310,kg
2024-07-19,Pasar Parakanmuncang,Cabe Rawit Hijau,380,265,kg
2024-07-19,Pasar Parakanmuncang,Bawang Merah,650,475,kg
2024-07-19,Pasar Parakanmuncang,Bawang Putih,450,325,kg
2024-07-19,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,420,285,kg
2024-07-19,Pasar Parakanmuncang,Kacang Kedelai Impor,175,85,kg
2024-07-19,Pasar Parakanmuncang,Kacang Tanah,265,200,kg
2024-07-19,Pasar Parakanmuncang,Kacang Hijau,180,125,kg
2024-07-19,Pasar Parakanmuncang,Ikan Asin Teri,45,27,kg
2024-07-19,Pasar Parakanmuncang,Ikan Kembung,40,36,kg
2024-07-19,Pasar Parakanmuncang,Ketela Pohon,150,100,kg
2024-07-19,Pasar Parakanmuncang,Ubi Jalar,165,100,kg
2024-07-19,Pasar Parakanmuncang,Kentang,850,600,kg
2024-07-19,Pasar Parakanmuncang,Ikan Bandeng Segar,35,30,kg
2024-07-19,Pasar Parakanmuncang,Ikan Tongkol Segar,32,29,kg
2024-07-19,Pasar Parakanmuncang,Terigu non Kemasan,2000,1580,kg
2024-07-19,Pasar Parakanmuncang,Tempe,280,265,Kg
2024-07-19,Pasar Parakanmuncang,tahu,300,290,Kg
2024-07-19,Pasar Parakanmuncang,pisang,200,150,Kg
2024-07-19,Pasar Parakanmuncang,jeruk,250,200,Kg
2024-07-19,Pasar Parakanmuncang,udang basah ukuran sedang,35,32,Kg
2024-07-19,Pasar Parakanmuncang,cabe hijau besar,250,180,kg
2024-07-19,Pasar Parakanmuncang,Daging Ayam Ras,1950,1820,kg
2024-07-19,Pasar Darmaraja,Bawang Merah,200,115,kg
2024-07-19,Pasar Buahdua,Bawang Merah,10,5,kg
2024-07-20,Pasar Parakanmuncang,Beras Premium,2750,1700,kg
2024-07-20,Pasar Parakanmuncang,Beras Medium,2650,1600,kg
2024-07-20,Pasar Parakanmuncang,Gula Pasir,1780,1370,kg
2024-07-20,Pasar Parakanmuncang,Daging Sapi Murni,600,525,kg
2024-07-20,Pasar Parakanmuncang,Daging Ayam Ras,1950,1875,kg
2024-07-20,Pasar Parakanmuncang,Telur Ayam Ras,1900,1720,kg
2024-07-20,Pasar Parakanmuncang,Cabe Merah Keriting,315,205,kg
2024-07-20,Pasar Parakanmuncang,Cabe Merah Biasa,325,210,kg
2024-07-20,Pasar Parakanmuncang,Cabe Rawit Merah Domba,450,315,kg
2024-07-20,Pasar Parakanmuncang,Cabe Rawit Hijau,380,285,kg
2024-07-27,Pasar Parakanmuncang,Bawang Putih,475,350,kg
2024-07-20,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,410,305,kg
2024-07-20,Pasar Inpres,Beras Premium,2000,540,kg
2024-07-20,Pasar Inpres,Beras Medium,2000,695,kg
2024-07-20,Pasar Inpres,Gula Pasir,0,0,kg
2024-07-20,Pasar Inpres,Daging Sapi Murni,1000,898,kg
2024-07-20,Pasar Inpres,Daging Ayam Ras,1500,1360,kg
2024-07-20,Pasar Inpres,Telur Ayam Ras,5000,1230,kg
2024-07-20,Pasar Inpres,Cabe Merah Keriting,300,115,kg
2024-07-20,Pasar Inpres,Cabe Merah Biasa,300,90,kg
2024-07-20,Pasar Inpres,Cabe Rawit Merah Domba,300,110,kg
2024-07-20,Pasar Inpres,Cabe Rawit Hijau,300,208,kg
2024-07-20,Pasar Inpres,Bawang Merah,0,0,kg
2024-07-20,Pasar Inpres,Bawang Putih,0,0,kg
2024-07-20,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-07-20,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-07-20,Pasar Inpres,Kacang Tanah,0,0,kg
2024-07-20,Pasar Inpres,Kacang Hijau,0,0,kg
2024-07-20,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-07-20,Pasar Inpres,Ketela Pohon,0,0,kg
2024-07-20,Pasar Inpres,Ikan Kembung,0,0,kg
2024-07-20,Pasar Inpres,Ubi Jalar,0,0,kg
2024-07-20,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-07-20,Pasar Inpres,Kentang,0,0,kg
2024-07-20,Pasar Inpres,Ikan Bandeng Segar,38000,0,kg
2024-07-20,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-07-20,Pasar Inpres,Terigu non Kemasan,5000,540,kg
2024-07-20,Pasar Inpres,Tempe,0,0,Kg
2024-07-20,Pasar Parakanmuncang,Kacang Kedelai Impor,170,85,kg
2024-07-20,Pasar Parakanmuncang,Kacang Tanah,265,200,kg
2024-07-20,Pasar Inpres,Tepung Terigu Kemasan,1000,104,Kg
2024-07-20,Pasar Parakanmuncang,Kacang Hijau,175,115,kg
2024-07-20,Pasar Inpres,tahu,0,0,Kg
2024-07-20,Pasar Inpres,pisang,0,0,Kg
2024-07-20,Pasar Parakanmuncang,Ikan Asin Teri,45,20,kg
2024-07-20,Pasar Inpres,jeruk,0,0,Kg
2024-07-20,Pasar Parakanmuncang,Ikan Kembung,40,36,kg
2024-07-20,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-07-20,Pasar Parakanmuncang,Ketela Pohon,175,120,kg
2024-07-20,Pasar Inpres,cabe hijau besar,0,0,kg
2024-07-20,Pasar Parakanmuncang,Ubi Jalar,150,95,kg
2024-07-20,Pasar Parakanmuncang,Kentang,780,625,kg
2024-07-20,Pasar Parakanmuncang,Ikan Bandeng Segar,30,27,kg
2024-07-20,Pasar Parakanmuncang,Ikan Tongkol Segar,35,31,kg
2024-07-20,Pasar Parakanmuncang,Terigu non Kemasan,1800,1470,kg
2024-07-20,Pasar Parakanmuncang,Tempe,275,260,Kg
2024-07-20,Pasar Parakanmuncang,tahu,290,280,Kg
2024-07-20,Pasar Parakanmuncang,pisang,250,185,Kg
2024-07-20,Pasar Parakanmuncang,jeruk,200,120,Kg
2024-07-20,Pasar Parakanmuncang,udang basah ukuran sedang,35,32,Kg
2024-07-20,Pasar Parakanmuncang,cabe hijau besar,260,170,kg
2024-07-20,Pasar Parakanmuncang,Bawang Merah,600,425,kg
2024-07-20,Pasar Parakanmuncang,Bawang Putih,500,320,kg
2024-07-20,Pasar Wado,Beras Premium,2000,545,kg
2024-07-20,Pasar Wado,Beras Medium,1500,548,kg
2024-07-20,Pasar Wado,Gula Pasir,250,169,kg
2024-07-20,Pasar Wado,Daging Sapi Murni,250,145,kg
2024-07-20,Pasar Wado,Daging Ayam Ras,350,285,kg
2024-07-20,Pasar Wado,Telur Ayam Ras,300,232,kg
2024-07-20,Pasar Wado,Cabe Merah Keriting,150,100,kg
2024-07-20,Pasar Wado,Cabe Merah Biasa,30,18,kg
2024-07-20,Pasar Wado,Cabe Rawit Merah Domba,100,75,kg
2024-07-20,Pasar Wado,Bawang Putih,150,116,kg
2024-07-20,Pasar Wado,Cabe Rawit Hijau,150,118,kg
2024-07-20,Pasar Wado,Bawang Merah,250,180,kg
2024-07-20,Pasar Wado,Garam Beryodium Halus Kemasan,80,45,kg
2024-07-20,Pasar Wado,Kacang Kedelai Impor,35,26,kg
2024-07-20,Pasar Wado,Kacang Tanah,65,30,kg
2024-07-20,Pasar Wado,Kacang Hijau,30,15,kg
2024-07-20,Pasar Wado,Ikan Asin Teri,30,27,kg
2024-07-20,Pasar Wado,Ikan Kembung,6,5,kg
2024-07-20,Pasar Wado,Ketela Pohon,45,35,kg
2024-07-20,Pasar Wado,Ubi Jalar,150,106,kg
2024-07-20,Pasar Wado,Kentang,150,96,kg
2024-07-20,Pasar Wado,Terigu non Kemasan,300,255,kg
2024-07-20,Pasar Wado,Tempe,120,115,Kg
2024-07-20,Pasar Wado,Tepung Terigu Kemasan,250,150,Kg
2024-07-20,Pasar Wado,tahu,45,43,Kg
2024-07-20,Pasar Wado,pisang,18,15,Kg
2024-07-20,Pasar Wado,jeruk,150,121,Kg
2024-07-20,Pasar Wado,udang basah ukuran sedang,5,4,Kg
2024-07-20,Pasar Wado,cabe hijau besar,40,28,kg
2024-07-20,Pasar Conggeang,Beras Premium,76,50,kg
2024-07-20,Pasar Conggeang,Beras Medium,75,61,kg
2024-07-20,Pasar Conggeang,Gula Pasir,98,62,kg
2024-07-20,Pasar Conggeang,Daging Sapi Murni,45,20,kg
2024-07-20,Pasar Conggeang,Daging Ayam Ras,98,82,kg
2024-07-20,Pasar Conggeang,Telur Ayam Ras,145,105,kg
2024-07-20,Pasar Conggeang,Cabe Merah Keriting,128,114,kg
2024-07-20,Pasar Conggeang,Cabe Merah Biasa,126,100,kg
2024-07-20,Pasar Conggeang,Cabe Rawit Merah Domba,144,94,kg
2024-07-20,Pasar Conggeang,Cabe Rawit Hijau,142,83,kg
2024-07-20,Pasar Conggeang,Bawang Merah,160,130,kg
2024-07-20,Pasar Conggeang,Bawang Putih,145,111,kg
2024-07-20,Pasar Conggeang,Garam Beryodium Halus Kemasan,116,102,kg
2024-07-20,Pasar Conggeang,Kacang Kedelai Impor,30,22,kg
2024-07-20,Pasar Conggeang,Kacang Tanah,117,68,kg
2024-07-20,Pasar Conggeang,Kacang Hijau,144,94,kg
2024-07-20,Pasar Conggeang,Ikan Asin Teri,94,52,kg
2024-07-20,Pasar Conggeang,Ikan Kembung,95,61,kg
2024-07-20,Pasar Conggeang,Ubi Jalar,116,80,kg
2024-07-20,Pasar Conggeang,Kentang,113,85,kg
2024-07-20,Pasar Conggeang,Ikan Bandeng Segar,90,44,kg
2024-07-20,Pasar Conggeang,Terigu non Kemasan,142,83,kg
2024-07-20,Pasar Conggeang,Tempe,66,60,Kg
2024-07-20,Pasar Conggeang,Tepung Terigu Kemasan,147,84,Kg
2024-07-20,Pasar Conggeang,tahu,64,51,Kg
2024-07-20,Pasar Conggeang,pisang,20,10,Kg
2024-07-20,Pasar Conggeang,jeruk,145,92,Kg
2024-07-20,Pasar Conggeang,cabe hijau besar,145,94,kg
2024-07-20,Pasar Tanjungsari,Beras Premium,15000,2000,kg
2024-07-20,Pasar Tanjungsari,Beras Medium,15000,3500,kg
2024-07-20,Pasar Tanjungsari,Gula Pasir,8250,3300,kg
2024-07-20,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-07-20,Pasar Tanjungsari,Daging Ayam Ras,800,640,kg
2024-07-20,Pasar Tanjungsari,Telur Ayam Ras,1000,300,kg
2024-07-20,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-07-20,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-07-20,Pasar Tanjungsari,Cabe Rawit Merah Domba,360,108,kg
2024-07-20,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-07-20,Pasar Tanjungsari,Bawang Merah,720,360,kg
2024-07-20,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-07-20,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-07-20,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-07-20,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-07-20,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-07-20,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-07-20,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-07-20,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-07-20,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-07-20,Pasar Tanjungsari,Kentang,1440,720,kg
2024-07-20,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-07-20,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-07-20,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-07-20,Pasar Tanjungsari,Tempe,330,264,Kg
2024-07-20,Pasar Tanjungsari,tahu,330,264,Kg
2024-07-20,Pasar Tanjungsari,pisang,140,70,Kg
2024-07-20,Pasar Tanjungsari,jeruk,175,105,Kg
2024-07-20,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-07-20,Pasar Tanjungsari,cabe hijau besar,360,108,kg
2024-07-20,Pasar Darmaraja,Beras Premium,1600,550,kg
2024-07-20,Pasar Darmaraja,Beras Medium,900,450,kg
2024-07-20,Pasar Darmaraja,Gula Pasir,350,320,kg
2024-07-20,Pasar Darmaraja,Daging Sapi Murni,35,24,kg
2024-07-20,Pasar Darmaraja,Daging Ayam Ras,400,340,kg
2024-07-20,Pasar Darmaraja,Telur Ayam Ras,420,370,kg
2024-07-20,Pasar Darmaraja,Cabe Merah Keriting,185,80,kg
2024-07-20,Pasar Darmaraja,Cabe Merah Biasa,26,16,kg
2024-07-20,Pasar Darmaraja,Cabe Rawit Merah Domba,35,30,kg
2024-07-20,Pasar Darmaraja,Bawang Putih,195,100,kg
2024-07-20,Pasar Darmaraja,Garam Beryodium Halus Kemasan,32,17,kg
2024-07-20,Pasar Darmaraja,Kacang Kedelai Impor,480,370,kg
2024-07-20,Pasar Darmaraja,Kacang Tanah,40,9,kg
2024-07-20,Pasar Darmaraja,Kacang Hijau,9,3,kg
2024-07-20,Pasar Darmaraja,Ikan Asin Teri,55,25,kg
2024-07-20,Pasar Darmaraja,Ikan Kembung,55,25,kg
2024-07-20,Pasar Darmaraja,Ketela Pohon,15,10,kg
2024-07-20,Pasar Darmaraja,Ubi Jalar,60,20,kg
2024-07-20,Pasar Darmaraja,Kentang,940,380,kg
2024-07-20,Pasar Darmaraja,Terigu non Kemasan,900,525,kg
2024-07-20,Pasar Darmaraja,Cabe Rawit Hijau,34,20,kg
2024-07-20,Pasar Darmaraja,Bawang Merah,220,120,kg
2024-07-20,Pasar Buahdua,Beras Premium,20,15,kg
2024-07-20,Pasar Buahdua,Gula Pasir,50,30,kg
2024-07-20,Pasar Buahdua,Daging Ayam Ras,100,90,kg
2024-07-20,Pasar Buahdua,Telur Ayam Ras,40,30,kg
2024-07-20,Pasar Buahdua,Cabe Merah Keriting,10,5,kg
2024-07-20,Pasar Buahdua,Cabe Merah Biasa,5,2,kg
2024-07-20,Pasar Buahdua,Cabe Rawit Merah Domba,10,7,kg
2024-07-20,Pasar Buahdua,Cabe Rawit Hijau,10,5,kg
2024-07-20,Pasar Buahdua,Bawang Merah,10,5,kg
2024-07-20,Pasar Buahdua,Bawang Putih,10,5,kg
2024-07-20,Pasar Buahdua,Garam Beryodium Halus Kemasan,20,15,kg
2024-07-20,Pasar Buahdua,Kacang Kedelai Impor,5,2,kg
2024-07-20,Pasar Buahdua,Kacang Tanah,10,6,kg
2024-07-20,Pasar Buahdua,Kacang Hijau,10,5,kg
2024-07-20,Pasar Buahdua,Kentang,40,25,kg
2024-07-20,Pasar Buahdua,Terigu non Kemasan,50,45,kg
2024-07-20,Pasar Buahdua,Tempe,20,15,Kg
2024-07-20,Pasar Buahdua,tahu,20,18,Kg
2024-07-20,Pasar Buahdua,Ubi Jalar,20,15,kg
2024-07-20,Pasar Buahdua,jeruk,20,12,Kg
2024-07-21,Pasar Parakanmuncang,Beras Premium,2800,1850,kg
2024-07-21,Pasar Parakanmuncang,Beras Medium,2550,1650,kg
2024-07-21,Pasar Parakanmuncang,Gula Pasir,1750,1450,kg
2024-07-21,Pasar Parakanmuncang,Daging Sapi Murni,550,485,kg
2024-07-21,Pasar Parakanmuncang,Daging Ayam Ras,1950,1875,kg
2024-07-21,Pasar Parakanmuncang,Telur Ayam Ras,1850,1670,kg
2024-07-21,Pasar Parakanmuncang,Cabe Merah Keriting,325,210,kg
2024-07-21,Pasar Parakanmuncang,Cabe Merah Biasa,315,210,kg
2024-07-21,Pasar Parakanmuncang,Cabe Rawit Merah Domba,425,300,kg
2024-07-21,Pasar Parakanmuncang,Cabe Rawit Hijau,350,280,kg
2024-07-21,Pasar Parakanmuncang,Bawang Merah,600,425,kg
2024-07-21,Pasar Parakanmuncang,Bawang Putih,500,325,kg
2024-07-21,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,400,250,kg
2024-07-21,Pasar Parakanmuncang,Kacang Kedelai Impor,150,75,kg
2024-07-21,Pasar Parakanmuncang,Kacang Tanah,260,200,kg
2024-07-21,Pasar Parakanmuncang,Kacang Hijau,175,120,kg
2024-07-21,Pasar Parakanmuncang,Ikan Asin Teri,45,26,kg
2024-07-21,Pasar Parakanmuncang,Ikan Kembung,45,40,kg
2024-07-21,Pasar Parakanmuncang,Ketela Pohon,150,85,kg
2024-07-21,Pasar Parakanmuncang,Ubi Jalar,135,80,kg
2024-07-21,Pasar Parakanmuncang,Kentang,850,680,kg
2024-07-21,Pasar Parakanmuncang,Ikan Bandeng Segar,35,30,kg
2024-07-21,Pasar Parakanmuncang,Ikan Tongkol Segar,30,28,kg
2024-07-21,Pasar Parakanmuncang,Terigu non Kemasan,2000,1520,kg
2024-07-21,Pasar Parakanmuncang,Tempe,270,260,Kg
2024-07-21,Pasar Parakanmuncang,tahu,280,270,Kg
2024-07-21,Pasar Parakanmuncang,pisang,250,180,Kg
2024-07-21,Pasar Parakanmuncang,jeruk,200,150,Kg
2024-07-21,Pasar Parakanmuncang,udang basah ukuran sedang,40,35,Kg
2024-07-21,Pasar Parakanmuncang,cabe hijau besar,265,185,kg
2024-07-21,Pasar Wado,Beras Premium,2000,543,kg
2024-07-21,Pasar Wado,Beras Medium,1500,545,kg
2024-07-21,Pasar Wado,Gula Pasir,250,150,kg
2024-07-21,Pasar Wado,Daging Sapi Murni,250,125,kg
2024-07-21,Pasar Wado,Daging Ayam Ras,350,285,kg
2024-07-21,Pasar Wado,Cabe Merah Keriting,150,106,kg
2024-07-21,Pasar Wado,Cabe Merah Biasa,35,25,kg
2024-07-21,Pasar Wado,Telur Ayam Ras,350,250,kg
2024-07-21,Pasar Wado,Cabe Rawit Merah Domba,100,65,kg
2024-07-21,Pasar Wado,Cabe Rawit Hijau,150,117,kg
2024-07-21,Pasar Wado,Garam Beryodium Halus Kemasan,80,40,kg
2024-07-21,Pasar Wado,Kacang Kedelai Impor,30,18,kg
2024-07-21,Pasar Wado,Kacang Tanah,65,38,kg
2024-07-21,Pasar Wado,Kacang Hijau,30,21,kg
2024-07-21,Pasar Wado,Ikan Asin Teri,30,18,kg
2024-07-21,Pasar Wado,Ikan Kembung,6,5,kg
2024-07-21,Pasar Wado,Ketela Pohon,40,30,kg
2024-07-21,Pasar Wado,Ubi Jalar,150,86,kg
2024-07-21,Pasar Wado,Kentang,150,96,kg
2024-07-21,Pasar Wado,Terigu non Kemasan,300,235,kg
2024-07-21,Pasar Wado,Tempe,120,114,Kg
2024-07-21,Pasar Wado,Tepung Terigu Kemasan,250,165,Kg
2024-07-21,Pasar Wado,pisang,15,13,Kg
2024-07-21,Pasar Wado,jeruk,150,98,Kg
2024-07-21,Pasar Wado,cabe hijau besar,35,20,kg
2024-07-21,Pasar Wado,Bawang Merah,250,185,kg
2024-07-21,Pasar Wado,Bawang Putih,150,115,kg
2024-07-21,Pasar Wado,udang basah ukuran sedang,5,3,Kg
2024-07-21,Pasar Tanjungsari,Beras Premium,15000,2000,kg
2024-07-21,Pasar Tanjungsari,Beras Medium,15000,3500,kg
2024-07-21,Pasar Tanjungsari,Gula Pasir,8250,3300,kg
2024-07-21,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-07-21,Pasar Tanjungsari,Daging Ayam Ras,800,640,kg
2024-07-21,Pasar Tanjungsari,Telur Ayam Ras,1000,300,kg
2024-07-21,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-07-21,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-07-21,Pasar Tanjungsari,Cabe Rawit Merah Domba,360,108,kg
2024-07-21,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-07-21,Pasar Tanjungsari,Bawang Merah,720,360,kg
2024-07-21,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-07-21,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-07-21,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-07-21,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-07-21,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-07-21,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-07-21,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-07-21,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-07-21,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-07-21,Pasar Tanjungsari,Kentang,1440,720,kg
2024-07-21,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-07-21,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-07-21,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-07-21,Pasar Tanjungsari,Tempe,330,264,Kg
2024-07-21,Pasar Tanjungsari,tahu,330,264,Kg
2024-07-21,Pasar Tanjungsari,pisang,140,70,Kg
2024-07-21,Pasar Tanjungsari,jeruk,175,105,Kg
2024-07-21,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-07-21,Pasar Tanjungsari,cabe hijau besar,360,108,kg
2024-07-21,Pasar Conggeang,Beras Premium,75,46,kg
2024-07-21,Pasar Conggeang,Beras Medium,74,58,kg
2024-07-21,Pasar Conggeang,Gula Pasir,96,59,kg
2024-07-21,Pasar Conggeang,Daging Sapi Murni,42,18,kg
2024-07-21,Pasar Conggeang,Daging Ayam Ras,95,78,kg
2024-07-21,Pasar Conggeang,Telur Ayam Ras,148,107,kg
2024-07-21,Pasar Conggeang,Cabe Merah Keriting,124,110,kg
2024-07-21,Pasar Conggeang,Cabe Merah Biasa,123,96,kg
2024-07-21,Pasar Conggeang,Cabe Rawit Merah Domba,142,90,kg
2024-07-21,Pasar Conggeang,Cabe Rawit Hijau,140,80,kg
2024-07-21,Pasar Conggeang,Bawang Merah,163,131,kg
2024-07-21,Pasar Conggeang,Bawang Putih,142,108,kg
2024-07-21,Pasar Conggeang,Garam Beryodium Halus Kemasan,113,96,kg
2024-07-21,Pasar Conggeang,Kacang Kedelai Impor,27,16,kg
2024-07-21,Pasar Conggeang,Kacang Tanah,116,62,kg
2024-07-21,Pasar Conggeang,Kacang Hijau,141,90,kg
2024-07-21,Pasar Conggeang,Ikan Asin Teri,90,50,kg
2024-07-21,Pasar Conggeang,Ikan Kembung,91,56,kg
2024-07-21,Pasar Conggeang,Ubi Jalar,115,76,kg
2024-07-21,Pasar Conggeang,Kentang,110,77,kg
2024-07-21,Pasar Conggeang,Ikan Bandeng Segar,88,40,kg
2024-07-21,Pasar Conggeang,Terigu non Kemasan,140,74,kg
2024-07-21,Pasar Conggeang,Tempe,63,56,Kg
